"ballot_measure_id","support_oppose","text_of_argument","author","source","date_created"
"27472","Oppose","""This proposal, if enacted, would remove the current list of 16 mostly violent felonies from the constitution and give the Legislature the ability to add and remove crimes to that list at will. We feel the current list of crimes for which juveniles can be tried as adults is sufficient. We recommend a no vote.""","NOLA Editorial Board","https://www.nola.com/opinions/our_views/editorial-vote-wisely-on-constitutional-amendments/article_fb2d79ca-feac-11ef-8f3f-8706099803b3.html","2025-03-13"
"27472","Oppose","""This proposal, if enacted, would remove the current list of 16 mostly violent felonies from the constitution and give the Legislature the ability to add and remove crimes to that list at will. We feel the current list of crimes for which juveniles can be tried as adults is sufficient. We recommend a no vote.""","NOLA Editorial Board","https://www.nola.com/opinions/our_views/editorial-vote-wisely-on-constitutional-amendments/article_fb2d79ca-feac-11ef-8f3f-8706099803b3.html","2025-03-13"
"27472","Oppose","""The professionals in corrections that worked in this field do not think this is a good idea. We do not want to send more kids to adult prisons. That may get people elected but it’s not good policy.""","Mary Livers, former deputy secretary of juvenile justice","https://lailluminator.com/2025/03/17/juvenile-amendment/","2025-03-17"
"27472","Oppose","""The professionals in corrections that worked in this field do not think this is a good idea. We do not want to send more kids to adult prisons. That may get people elected but it’s not good policy.""","Mary Livers, former deputy secretary of juvenile justice","https://lailluminator.com/2025/03/17/juvenile-amendment/","2025-03-17"
"27472","Oppose","""The professionals in corrections that worked in this field do not think this is a good idea. We do not want to send more kids to adult prisons. That may get people elected but it’s not good policy.""","Mary Livers, former deputy secretary of juvenile justice","https://lailluminator.com/2025/03/17/juvenile-amendment/","2025-03-17"
"27472","Oppose","""These are grasps for more power. We’re really trying to cage up and defund Louisiana’s future. Every single session from now until, well, the end of time, legislators could just advance a bill adding more things for which children will be charged as adults. It opens a pathway for the legislature to send more kids of any age to the adult system for any time, for any violent or non violent crime.""","Sarah Omojola, the executive director of Vera Institute New Orleans","https://boltsmag.org/louisiana-amendment-3-youth-prosecution-adult-system/","2025-03-28"
"27472","Oppose","""These are grasps for more power. We’re really trying to cage up and defund Louisiana’s future. Every single session from now until, well, the end of time, legislators could just advance a bill adding more things for which children will be charged as adults. It opens a pathway for the legislature to send more kids of any age to the adult system for any time, for any violent or non violent crime.""","Sarah Omojola, the executive director of Vera Institute New Orleans","https://boltsmag.org/louisiana-amendment-3-youth-prosecution-adult-system/","2025-03-28"
"27472","Oppose","""These are grasps for more power. We’re really trying to cage up and defund Louisiana’s future. Every single session from now until, well, the end of time, legislators could just advance a bill adding more things for which children will be charged as adults. It opens a pathway for the legislature to send more kids of any age to the adult system for any time, for any violent or non violent crime.""","Sarah Omojola, the executive director of Vera Institute New Orleans","https://boltsmag.org/louisiana-amendment-3-youth-prosecution-adult-system/","2025-03-28"
"27472","Support","""... this isn’t about prosecuting 10-year-olds as adults, and it isn’t about prosecuting juveniles for petty crimes. It is limited to 15-and 16-year-olds and for serious felony offenses only.""","State Rep. Debbie Villio (R-79)","https://boltsmag.org/louisiana-amendment-3-youth-prosecution-adult-system/","2025-03-28"
"27472","Support","""... this isn’t about prosecuting 10-year-olds as adults, and it isn’t about prosecuting juveniles for petty crimes. It is limited to 15-and 16-year-olds and for serious felony offenses only.""","State Rep. Debbie Villio (R-79)","https://boltsmag.org/louisiana-amendment-3-youth-prosecution-adult-system/","2025-03-28"
"27472","Support","""... this isn’t about prosecuting 10-year-olds as adults, and it isn’t about prosecuting juveniles for petty crimes. It is limited to 15-and 16-year-olds and for serious felony offenses only.""","State Rep. Debbie Villio (R-79)","https://boltsmag.org/louisiana-amendment-3-youth-prosecution-adult-system/","2025-03-28"
"27473","Support","""Our goal was to make sure our people are able to keep more of their hard earned income, improve Louisiana’s business climate and limit the growth of government moving forward. We came up with a plan to reset the state and we’ve checked many of the boxes. In the future, we aim to spur economic growth, lower our sales tax rate, and continue to move toward our goal of zero personal income tax. Overall this session has moved the needle in a positive direction.""","House Ways and Means Committee Chair Julie Emerson (R-39)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Our goal was to make sure our people are able to keep more of their hard earned income, improve Louisiana’s business climate and limit the growth of government moving forward. We came up with a plan to reset the state and we’ve checked many of the boxes. In the future, we aim to spur economic growth, lower our sales tax rate, and continue to move toward our goal of zero personal income tax. Overall this session has moved the needle in a positive direction.""","House Ways and Means Committee Chair Julie Emerson (R-39)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Our goal was to make sure our people are able to keep more of their hard earned income, improve Louisiana’s business climate and limit the growth of government moving forward. We came up with a plan to reset the state and we’ve checked many of the boxes. In the future, we aim to spur economic growth, lower our sales tax rate, and continue to move toward our goal of zero personal income tax. Overall this session has moved the needle in a positive direction.""","House Ways and Means Committee Chair Julie Emerson (R-39)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Our goal was to make sure our people are able to keep more of their hard earned income, improve Louisiana’s business climate and limit the growth of government moving forward. We came up with a plan to reset the state and we’ve checked many of the boxes. In the future, we aim to spur economic growth, lower our sales tax rate, and continue to move toward our goal of zero personal income tax. Overall this session has moved the needle in a positive direction.""","House Ways and Means Committee Chair Julie Emerson (R-39)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Our goal was to make sure our people are able to keep more of their hard earned income, improve Louisiana’s business climate and limit the growth of government moving forward. We came up with a plan to reset the state and we’ve checked many of the boxes. In the future, we aim to spur economic growth, lower our sales tax rate, and continue to move toward our goal of zero personal income tax. Overall this session has moved the needle in a positive direction.""","House Ways and Means Committee Chair Julie Emerson (R-39)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Our goal was to make sure our people are able to keep more of their hard earned income, improve Louisiana’s business climate and limit the growth of government moving forward. We came up with a plan to reset the state and we’ve checked many of the boxes. In the future, we aim to spur economic growth, lower our sales tax rate, and continue to move toward our goal of zero personal income tax. Overall this session has moved the needle in a positive direction.""","House Ways and Means Committee Chair Julie Emerson (R-39)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Our goal was to make sure our people are able to keep more of their hard earned income, improve Louisiana’s business climate and limit the growth of government moving forward. We came up with a plan to reset the state and we’ve checked many of the boxes. In the future, we aim to spur economic growth, lower our sales tax rate, and continue to move toward our goal of zero personal income tax. Overall this session has moved the needle in a positive direction.""","House Ways and Means Committee Chair Julie Emerson (R-39)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Our goal was to make sure our people are able to keep more of their hard earned income, improve Louisiana’s business climate and limit the growth of government moving forward. We came up with a plan to reset the state and we’ve checked many of the boxes. In the future, we aim to spur economic growth, lower our sales tax rate, and continue to move toward our goal of zero personal income tax. Overall this session has moved the needle in a positive direction.""","House Ways and Means Committee Chair Julie Emerson (R-39)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Our goal was to make sure our people are able to keep more of their hard earned income, improve Louisiana’s business climate and limit the growth of government moving forward. We came up with a plan to reset the state and we’ve checked many of the boxes. In the future, we aim to spur economic growth, lower our sales tax rate, and continue to move toward our goal of zero personal income tax. Overall this session has moved the needle in a positive direction.""","House Ways and Means Committee Chair Julie Emerson (R-39)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Our goal was to make sure our people are able to keep more of their hard earned income, improve Louisiana’s business climate and limit the growth of government moving forward. We came up with a plan to reset the state and we’ve checked many of the boxes. In the future, we aim to spur economic growth, lower our sales tax rate, and continue to move toward our goal of zero personal income tax. Overall this session has moved the needle in a positive direction.""","House Ways and Means Committee Chair Julie Emerson (R-39)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Our goal was to make sure our people are able to keep more of their hard earned income, improve Louisiana’s business climate and limit the growth of government moving forward. We came up with a plan to reset the state and we’ve checked many of the boxes. In the future, we aim to spur economic growth, lower our sales tax rate, and continue to move toward our goal of zero personal income tax. Overall this session has moved the needle in a positive direction.""","House Ways and Means Committee Chair Julie Emerson (R-39)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Our goal was to make sure our people are able to keep more of their hard earned income, improve Louisiana’s business climate and limit the growth of government moving forward. We came up with a plan to reset the state and we’ve checked many of the boxes. In the future, we aim to spur economic growth, lower our sales tax rate, and continue to move toward our goal of zero personal income tax. Overall this session has moved the needle in a positive direction.""","House Ways and Means Committee Chair Julie Emerson (R-39)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Improving Louisiana’s tax policies optimizes our state for growth. The package of bills we delivered to the Governor will undoubtedly stimulate economic growth and change the state’s overall trajectory. I’m proud of the hard work of the Senate and appreciate our lawmakers for taking the time to come back to Baton Rouge to stabilize our budget ahead of 2025.""","Senate President J. Cameron Henry (R-82)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Improving Louisiana’s tax policies optimizes our state for growth. The package of bills we delivered to the Governor will undoubtedly stimulate economic growth and change the state’s overall trajectory. I’m proud of the hard work of the Senate and appreciate our lawmakers for taking the time to come back to Baton Rouge to stabilize our budget ahead of 2025.""","Senate President J. Cameron Henry (R-82)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Improving Louisiana’s tax policies optimizes our state for growth. The package of bills we delivered to the Governor will undoubtedly stimulate economic growth and change the state’s overall trajectory. I’m proud of the hard work of the Senate and appreciate our lawmakers for taking the time to come back to Baton Rouge to stabilize our budget ahead of 2025.""","Senate President J. Cameron Henry (R-82)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Improving Louisiana’s tax policies optimizes our state for growth. The package of bills we delivered to the Governor will undoubtedly stimulate economic growth and change the state’s overall trajectory. I’m proud of the hard work of the Senate and appreciate our lawmakers for taking the time to come back to Baton Rouge to stabilize our budget ahead of 2025.""","Senate President J. Cameron Henry (R-82)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Improving Louisiana’s tax policies optimizes our state for growth. The package of bills we delivered to the Governor will undoubtedly stimulate economic growth and change the state’s overall trajectory. I’m proud of the hard work of the Senate and appreciate our lawmakers for taking the time to come back to Baton Rouge to stabilize our budget ahead of 2025.""","Senate President J. Cameron Henry (R-82)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Improving Louisiana’s tax policies optimizes our state for growth. The package of bills we delivered to the Governor will undoubtedly stimulate economic growth and change the state’s overall trajectory. I’m proud of the hard work of the Senate and appreciate our lawmakers for taking the time to come back to Baton Rouge to stabilize our budget ahead of 2025.""","Senate President J. Cameron Henry (R-82)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Improving Louisiana’s tax policies optimizes our state for growth. The package of bills we delivered to the Governor will undoubtedly stimulate economic growth and change the state’s overall trajectory. I’m proud of the hard work of the Senate and appreciate our lawmakers for taking the time to come back to Baton Rouge to stabilize our budget ahead of 2025.""","Senate President J. Cameron Henry (R-82)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Improving Louisiana’s tax policies optimizes our state for growth. The package of bills we delivered to the Governor will undoubtedly stimulate economic growth and change the state’s overall trajectory. I’m proud of the hard work of the Senate and appreciate our lawmakers for taking the time to come back to Baton Rouge to stabilize our budget ahead of 2025.""","Senate President J. Cameron Henry (R-82)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Improving Louisiana’s tax policies optimizes our state for growth. The package of bills we delivered to the Governor will undoubtedly stimulate economic growth and change the state’s overall trajectory. I’m proud of the hard work of the Senate and appreciate our lawmakers for taking the time to come back to Baton Rouge to stabilize our budget ahead of 2025.""","Senate President J. Cameron Henry (R-82)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Improving Louisiana’s tax policies optimizes our state for growth. The package of bills we delivered to the Governor will undoubtedly stimulate economic growth and change the state’s overall trajectory. I’m proud of the hard work of the Senate and appreciate our lawmakers for taking the time to come back to Baton Rouge to stabilize our budget ahead of 2025.""","Senate President J. Cameron Henry (R-82)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Improving Louisiana’s tax policies optimizes our state for growth. The package of bills we delivered to the Governor will undoubtedly stimulate economic growth and change the state’s overall trajectory. I’m proud of the hard work of the Senate and appreciate our lawmakers for taking the time to come back to Baton Rouge to stabilize our budget ahead of 2025.""","Senate President J. Cameron Henry (R-82)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Improving Louisiana’s tax policies optimizes our state for growth. The package of bills we delivered to the Governor will undoubtedly stimulate economic growth and change the state’s overall trajectory. I’m proud of the hard work of the Senate and appreciate our lawmakers for taking the time to come back to Baton Rouge to stabilize our budget ahead of 2025.""","Senate President J. Cameron Henry (R-82)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Making sure everyone who pays income taxes sees a reduction is a big win for the people of Louisiana. This Legislature managed to reduce the state’s regressive personal income tax rates from 1.85%, 3.5% and 4.25% to a flat rate of 3% for everybody while increasing the standard deduction ensuring everyone in Louisiana pays less, and the lowest wage earners won’t pay any income tax.""","State Rep. Mark Wright (R-77)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Making sure everyone who pays income taxes sees a reduction is a big win for the people of Louisiana. This Legislature managed to reduce the state’s regressive personal income tax rates from 1.85%, 3.5% and 4.25% to a flat rate of 3% for everybody while increasing the standard deduction ensuring everyone in Louisiana pays less, and the lowest wage earners won’t pay any income tax.""","State Rep. Mark Wright (R-77)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Making sure everyone who pays income taxes sees a reduction is a big win for the people of Louisiana. This Legislature managed to reduce the state’s regressive personal income tax rates from 1.85%, 3.5% and 4.25% to a flat rate of 3% for everybody while increasing the standard deduction ensuring everyone in Louisiana pays less, and the lowest wage earners won’t pay any income tax.""","State Rep. Mark Wright (R-77)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Making sure everyone who pays income taxes sees a reduction is a big win for the people of Louisiana. This Legislature managed to reduce the state’s regressive personal income tax rates from 1.85%, 3.5% and 4.25% to a flat rate of 3% for everybody while increasing the standard deduction ensuring everyone in Louisiana pays less, and the lowest wage earners won’t pay any income tax.""","State Rep. Mark Wright (R-77)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Making sure everyone who pays income taxes sees a reduction is a big win for the people of Louisiana. This Legislature managed to reduce the state’s regressive personal income tax rates from 1.85%, 3.5% and 4.25% to a flat rate of 3% for everybody while increasing the standard deduction ensuring everyone in Louisiana pays less, and the lowest wage earners won’t pay any income tax.""","State Rep. Mark Wright (R-77)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Making sure everyone who pays income taxes sees a reduction is a big win for the people of Louisiana. This Legislature managed to reduce the state’s regressive personal income tax rates from 1.85%, 3.5% and 4.25% to a flat rate of 3% for everybody while increasing the standard deduction ensuring everyone in Louisiana pays less, and the lowest wage earners won’t pay any income tax.""","State Rep. Mark Wright (R-77)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Making sure everyone who pays income taxes sees a reduction is a big win for the people of Louisiana. This Legislature managed to reduce the state’s regressive personal income tax rates from 1.85%, 3.5% and 4.25% to a flat rate of 3% for everybody while increasing the standard deduction ensuring everyone in Louisiana pays less, and the lowest wage earners won’t pay any income tax.""","State Rep. Mark Wright (R-77)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Making sure everyone who pays income taxes sees a reduction is a big win for the people of Louisiana. This Legislature managed to reduce the state’s regressive personal income tax rates from 1.85%, 3.5% and 4.25% to a flat rate of 3% for everybody while increasing the standard deduction ensuring everyone in Louisiana pays less, and the lowest wage earners won’t pay any income tax.""","State Rep. Mark Wright (R-77)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Making sure everyone who pays income taxes sees a reduction is a big win for the people of Louisiana. This Legislature managed to reduce the state’s regressive personal income tax rates from 1.85%, 3.5% and 4.25% to a flat rate of 3% for everybody while increasing the standard deduction ensuring everyone in Louisiana pays less, and the lowest wage earners won’t pay any income tax.""","State Rep. Mark Wright (R-77)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Making sure everyone who pays income taxes sees a reduction is a big win for the people of Louisiana. This Legislature managed to reduce the state’s regressive personal income tax rates from 1.85%, 3.5% and 4.25% to a flat rate of 3% for everybody while increasing the standard deduction ensuring everyone in Louisiana pays less, and the lowest wage earners won’t pay any income tax.""","State Rep. Mark Wright (R-77)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Making sure everyone who pays income taxes sees a reduction is a big win for the people of Louisiana. This Legislature managed to reduce the state’s regressive personal income tax rates from 1.85%, 3.5% and 4.25% to a flat rate of 3% for everybody while increasing the standard deduction ensuring everyone in Louisiana pays less, and the lowest wage earners won’t pay any income tax.""","State Rep. Mark Wright (R-77)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""Making sure everyone who pays income taxes sees a reduction is a big win for the people of Louisiana. This Legislature managed to reduce the state’s regressive personal income tax rates from 1.85%, 3.5% and 4.25% to a flat rate of 3% for everybody while increasing the standard deduction ensuring everyone in Louisiana pays less, and the lowest wage earners won’t pay any income tax.""","State Rep. Mark Wright (R-77)","https://www.kadn.com/news/politics/louisiana-legislature-gets-past-stalemate-passes-gov-landrys-tax-package/article_5fdccfb2-a906-11ef-92c8-23b9c440b088.html","2024-12-20"
"27473","Support","""The time to rewrite Louisiana’s story is now. Rather than remaining a state where taxes, the cost-of-living, and outmigration are high, we are calling on voters to support Amendment 2 and rewrite our story so that our state becomes a place where raising a family, investing in business, and obtaining an education is highly sought after. With our leaders already passing transformative tax reform, AFP-LA will work to get Amendment 2 passed to ensure our future is founded on growth and opportunity for all.""","Americans for Prosperity of Louisiana","https://americansforprosperity.org/featured/afp-la-announces-support-for-constitutional-amendment-ballot-initiative-says-its-time-to-rewrite-louisiana/","2025-02-17"
"27473","Support","""The time to rewrite Louisiana’s story is now. Rather than remaining a state where taxes, the cost-of-living, and outmigration are high, we are calling on voters to support Amendment 2 and rewrite our story so that our state becomes a place where raising a family, investing in business, and obtaining an education is highly sought after. With our leaders already passing transformative tax reform, AFP-LA will work to get Amendment 2 passed to ensure our future is founded on growth and opportunity for all.""","Americans for Prosperity of Louisiana","https://americansforprosperity.org/featured/afp-la-announces-support-for-constitutional-amendment-ballot-initiative-says-its-time-to-rewrite-louisiana/","2025-02-17"
"27473","Support","""The time to rewrite Louisiana’s story is now. Rather than remaining a state where taxes, the cost-of-living, and outmigration are high, we are calling on voters to support Amendment 2 and rewrite our story so that our state becomes a place where raising a family, investing in business, and obtaining an education is highly sought after. With our leaders already passing transformative tax reform, AFP-LA will work to get Amendment 2 passed to ensure our future is founded on growth and opportunity for all.""","Americans for Prosperity of Louisiana","https://americansforprosperity.org/featured/afp-la-announces-support-for-constitutional-amendment-ballot-initiative-says-its-time-to-rewrite-louisiana/","2025-02-17"
"27473","Support","""The time to rewrite Louisiana’s story is now. Rather than remaining a state where taxes, the cost-of-living, and outmigration are high, we are calling on voters to support Amendment 2 and rewrite our story so that our state becomes a place where raising a family, investing in business, and obtaining an education is highly sought after. With our leaders already passing transformative tax reform, AFP-LA will work to get Amendment 2 passed to ensure our future is founded on growth and opportunity for all.""","Americans for Prosperity of Louisiana","https://americansforprosperity.org/featured/afp-la-announces-support-for-constitutional-amendment-ballot-initiative-says-its-time-to-rewrite-louisiana/","2025-02-17"
"27473","Support","""The time to rewrite Louisiana’s story is now. Rather than remaining a state where taxes, the cost-of-living, and outmigration are high, we are calling on voters to support Amendment 2 and rewrite our story so that our state becomes a place where raising a family, investing in business, and obtaining an education is highly sought after. With our leaders already passing transformative tax reform, AFP-LA will work to get Amendment 2 passed to ensure our future is founded on growth and opportunity for all.""","Americans for Prosperity of Louisiana","https://americansforprosperity.org/featured/afp-la-announces-support-for-constitutional-amendment-ballot-initiative-says-its-time-to-rewrite-louisiana/","2025-02-17"
"27473","Support","""The time to rewrite Louisiana’s story is now. Rather than remaining a state where taxes, the cost-of-living, and outmigration are high, we are calling on voters to support Amendment 2 and rewrite our story so that our state becomes a place where raising a family, investing in business, and obtaining an education is highly sought after. With our leaders already passing transformative tax reform, AFP-LA will work to get Amendment 2 passed to ensure our future is founded on growth and opportunity for all.""","Americans for Prosperity of Louisiana","https://americansforprosperity.org/featured/afp-la-announces-support-for-constitutional-amendment-ballot-initiative-says-its-time-to-rewrite-louisiana/","2025-02-17"
"27473","Support","""The time to rewrite Louisiana’s story is now. Rather than remaining a state where taxes, the cost-of-living, and outmigration are high, we are calling on voters to support Amendment 2 and rewrite our story so that our state becomes a place where raising a family, investing in business, and obtaining an education is highly sought after. With our leaders already passing transformative tax reform, AFP-LA will work to get Amendment 2 passed to ensure our future is founded on growth and opportunity for all.""","Americans for Prosperity of Louisiana","https://americansforprosperity.org/featured/afp-la-announces-support-for-constitutional-amendment-ballot-initiative-says-its-time-to-rewrite-louisiana/","2025-02-17"
"27473","Support","""The time to rewrite Louisiana’s story is now. Rather than remaining a state where taxes, the cost-of-living, and outmigration are high, we are calling on voters to support Amendment 2 and rewrite our story so that our state becomes a place where raising a family, investing in business, and obtaining an education is highly sought after. With our leaders already passing transformative tax reform, AFP-LA will work to get Amendment 2 passed to ensure our future is founded on growth and opportunity for all.""","Americans for Prosperity of Louisiana","https://americansforprosperity.org/featured/afp-la-announces-support-for-constitutional-amendment-ballot-initiative-says-its-time-to-rewrite-louisiana/","2025-02-17"
"27473","Support","""The time to rewrite Louisiana’s story is now. Rather than remaining a state where taxes, the cost-of-living, and outmigration are high, we are calling on voters to support Amendment 2 and rewrite our story so that our state becomes a place where raising a family, investing in business, and obtaining an education is highly sought after. With our leaders already passing transformative tax reform, AFP-LA will work to get Amendment 2 passed to ensure our future is founded on growth and opportunity for all.""","Americans for Prosperity of Louisiana","https://americansforprosperity.org/featured/afp-la-announces-support-for-constitutional-amendment-ballot-initiative-says-its-time-to-rewrite-louisiana/","2025-02-17"
"27473","Support","""The time to rewrite Louisiana’s story is now. Rather than remaining a state where taxes, the cost-of-living, and outmigration are high, we are calling on voters to support Amendment 2 and rewrite our story so that our state becomes a place where raising a family, investing in business, and obtaining an education is highly sought after. With our leaders already passing transformative tax reform, AFP-LA will work to get Amendment 2 passed to ensure our future is founded on growth and opportunity for all.""","Americans for Prosperity of Louisiana","https://americansforprosperity.org/featured/afp-la-announces-support-for-constitutional-amendment-ballot-initiative-says-its-time-to-rewrite-louisiana/","2025-02-17"
"27473","Support","""The time to rewrite Louisiana’s story is now. Rather than remaining a state where taxes, the cost-of-living, and outmigration are high, we are calling on voters to support Amendment 2 and rewrite our story so that our state becomes a place where raising a family, investing in business, and obtaining an education is highly sought after. With our leaders already passing transformative tax reform, AFP-LA will work to get Amendment 2 passed to ensure our future is founded on growth and opportunity for all.""","Americans for Prosperity of Louisiana","https://americansforprosperity.org/featured/afp-la-announces-support-for-constitutional-amendment-ballot-initiative-says-its-time-to-rewrite-louisiana/","2025-02-17"
"27473","Support","""The time to rewrite Louisiana’s story is now. Rather than remaining a state where taxes, the cost-of-living, and outmigration are high, we are calling on voters to support Amendment 2 and rewrite our story so that our state becomes a place where raising a family, investing in business, and obtaining an education is highly sought after. With our leaders already passing transformative tax reform, AFP-LA will work to get Amendment 2 passed to ensure our future is founded on growth and opportunity for all.""","Americans for Prosperity of Louisiana","https://americansforprosperity.org/featured/afp-la-announces-support-for-constitutional-amendment-ballot-initiative-says-its-time-to-rewrite-louisiana/","2025-02-17"
